Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 7 [12000/49000 (24%)]	Train Loss: 0.024451	Val Loss: 0.001333	Val Acc: 95.6
Train Epoch: 7 [14000/49000 (29%)]	Train Loss: 0.057436	Val Loss: 0.002050	Val Acc: 94.2
Train Epoch: 7 [16000/49000 (33%)]	Train Loss: 0.023749	Val Loss: 0.001503	Val Acc: 95.2
Train Epoch: 7 [18000/49000 (37%)]	Train Loss: 0.027444	Val Loss: 0.001128	Val Acc: 95.8
Train Epoch: 7 [20000/49000 (41%)]	Train Loss: 0.018922	Val Loss: 0.001609	Val Acc: 94.2
Train Epoch: 7 [22000/49000 (45%)]	Train Loss: 0.024524	Val Loss: 0.001482	Val Acc: 95.0
Train Epoch: 7 [24000/49000 (49%)]	Train Loss: 0.037662	Val Loss: 0.001633	Val Acc: 95.6
Train Epoch: 7 [26000/49000 (53%)]	Train Loss: 0.030485	Val Loss: 0.001981	Val Acc: 94.0
Train Epoch: 7 [28000/49000 (57%)]	Train Loss: 0.092626	Val Loss: 0.001176	Val Acc: 94.8
Train Epoch: 7 [30000/49000 (61%)]	Train Loss: 0.016015	Val Loss: 0.001486	Val Acc: 95.2
Train Epoch: 7 [32000/49000 (65%)]	Train Loss: 0.079764	Val Loss: 0.001566	Val Acc: 96.0
Train Epoch: 7 [34000/49000 (69%)]	Train Loss: 0.054493	Val Loss: 0.001889	Val Acc: 94.0
Train Epoch: 7 [36000/49000 (73%)]	Train Loss: 0.017343	Val Loss: 0.001889	Val Acc: 93.8
Train Epoch: 7 [38000/49000 (78%)]	Train Loss: 0.048509	Val Loss: 0.001765	Val Acc: 94.6
Train Epoch: 7 [40000/49000 (82%)]	Train Loss: 0.008743	Val Loss: 0.001798	Val Acc: 93.6
Train Epoch: 7 [42000/49000 (86%)]	Train Loss: 0.035967	Val Loss: 0.002020	Val Acc: 93.0
Train Epoch: 7 [44000/49000 (90%)]	Train Loss: 0.014457	Val Loss: 0.002278	Val Acc: 93.0
Train Epoch: 7 [46000/49000 (94%)]	Train Loss: 0.031944	Val Loss: 0.002402	Val Acc: 93.4
Train Epoch: 7 [48000/49000 (98%)]	Train Loss: 0.073485	Val Loss: 0.001724	Val Acc: 95.0
Train Epoch: 8 [0/49000 (0%)]	Train Loss: 0.378257	Val Loss: 0.001280	Val Acc: 95.0
Train Epoch: 8 [2000/49000 (4%)]	Train Loss: 0.019365	Val Loss: 0.001160	Val Acc: 96.6
Train Epoch: 8 [4000/49000 (8%)]	Train Loss: 0.004303	Val Loss: 0.002262	Val Acc: 93.2
Train Epoch: 8 [6000/49000 (12%)]	Train Loss: 0.014302	Val Loss: 0.001885	Val Acc: 95.0
Train Epoch: 8 [8000/49000 (16%)]	Train Loss: 0.040561	Val Loss: 0.001611	Val Acc: 93.6
Train Epoch: 8 [10000/49000 (20%)]	Train Loss: 0.007089	Val Loss: 0.001931	Val Acc: 94.2
Train Epoch: 8 [12000/49000 (24%)]	Train Loss: 0.007398	Val Loss: 0.001741	Val Acc: 93.6
Train Epoch: 8 [14000/49000 (29%)]	Train Loss: 0.034746	Val Loss: 0.001771	Val Acc: 94.2
Train Epoch: 8 [16000/49000 (33%)]	Train Loss: 0.027614	Val Loss: 0.001991	Val Acc: 94.2
Train Epoch: 8 [18000/49000 (37%)]	Train Loss: 0.048140	Val Loss: 0.001843	Val Acc: 94.0
Train Epoch: 8 [20000/49000 (41%)]	Train Loss: 0.023952	Val Loss: 0.001903	Val Acc: 94.6
Train Epoch: 8 [22000/49000 (45%)]	Train Loss: 0.017804	Val Loss: 0.001836	Val Acc: 94.0
Train Epoch: 8 [24000/49000 (49%)]	Train Loss: 0.026072	Val Loss: 0.002331	Val Acc: 93.8
Train Epoch: 8 [26000/49000 (53%)]	Train Loss: 0.032045	Val Loss: 0.002120	Val Acc: 93.4
Train Epoch: 8 [28000/49000 (57%)]	Train Loss: 0.012131	Val Loss: 0.002016	Val Acc: 94.2
Train Epoch: 8 [30000/49000 (61%)]	Train Loss: 0.011898	Val Loss: 0.001336	Val Acc: 94.8
Train Epoch: 8 [32000/49000 (65%)]	Train Loss: 0.020310	Val Loss: 0.002828	Val Acc: 92.2
Train Epoch: 8 [34000/49000 (69%)]	Train Loss: 0.012248	Val Loss: 0.001805	Val Acc: 95.4
Train Epoch: 8 [36000/49000 (73%)]	Train Loss: 0.011322	Val Loss: 0.001644	Val Acc: 94.0
Train Epoch: 8 [38000/49000 (78%)]	Train Loss: 0.012131	Val Loss: 0.002006	Val Acc: 94.2
Train Epoch: 8 [40000/49000 (82%)]	Train Loss: 0.006873	Val Loss: 0.001602	Val Acc: 95.2
Train Epoch: 8 [42000/49000 (86%)]	Train Loss: 0.055055	Val Loss: 0.001391	Val Acc: 95.6
Train Epoch: 8 [44000/49000 (90%)]	Train Loss: 0.040496	Val Loss: 0.001799	Val Acc: 94.8
Train Epoch: 8 [46000/49000 (94%)]	Train Loss: 0.015607	Val Loss: 0.001842	Val Acc: 94.0
Train Epoch: 8 [48000/49000 (98%)]	Train Loss: 0.017572	Val Loss: 0.001835	Val Acc: 95.6
Train Epoch: 9 [0/49000 (0%)]	Train Loss: 0.366706	Val Loss: 0.002015	Val Acc: 94.2
Train Epoch: 9 [2000/49000 (4%)]	Train Loss: 0.117088	Val Loss: 0.002546	Val Acc: 92.4
Train Epoch: 9 [4000/49000 (8%)]	Train Loss: 0.037998	Val Loss: 0.002177	Val Acc: 93.6
Train Epoch: 9 [6000/49000 (12%)]	Train Loss: 0.036674	Val Loss: 0.001666	Val Acc: 95.2
Train Epoch: 9 [8000/49000 (16%)]	Train Loss: 0.005553	Val Loss: 0.001741	Val Acc: 95.6
Train Epoch: 9 [10000/49000 (20%)]	Train Loss: 0.010935	Val Loss: 0.001955	Val Acc: 94.8
Train Epoch: 9 [12000/49000 (24%)]	Train Loss: 0.005273	Val Loss: 0.001545	Val Acc: 94.8
Train Epoch: 9 [14000/49000 (29%)]	Train Loss: 0.014876	Val Loss: 0.001383	Val Acc: 95.4
Train Epoch: 9 [16000/49000 (33%)]	Train Loss: 0.014189	Val Loss: 0.001729	Val Acc: 94.8
Train Epoch: 9 [18000/49000 (37%)]	Train Loss: 0.002553	Val Loss: 0.001424	Val Acc: 96.2
Train Epoch: 9 [20000/49000 (41%)]	Train Loss: 0.034027	Val Loss: 0.001716	Val Acc: 94.0
Train Epoch: 9 [22000/49000 (45%)]	Train Loss: 0.023626	Val Loss: 0.002141	Val Acc: 94.2
Train Epoch: 9 [24000/49000 (49%)]	Train Loss: 0.006480	Val Loss: 0.001510	Val Acc: 95.4
Train Epoch: 9 [26000/49000 (53%)]	Train Loss: 0.007624	Val Loss: 0.002376	Val Acc: 94.0
Train Epoch: 9 [28000/49000 (57%)]	Train Loss: 0.012052	Val Loss: 0.001432	Val Acc: 96.0
Train Epoch: 9 [30000/49000 (61%)]	Train Loss: 0.003524	Val Loss: 0.001847	Val Acc: 93.4
Train Epoch: 9 [32000/49000 (65%)]	Train Loss: 0.024618	Val Loss: 0.001600	Val Acc: 95.2
Train Epoch: 9 [34000/49000 (69%)]	Train Loss: 0.038747	Val Loss: 0.002236	Val Acc: 95.4
Train Epoch: 9 [36000/49000 (73%)]	Train Loss: 0.059433	Val Loss: 0.002274	Val Acc: 94.6
Train Epoch: 9 [38000/49000 (78%)]	Train Loss: 0.003137	Val Loss: 0.002069	Val Acc: 94.8
Train Epoch: 9 [40000/49000 (82%)]	Train Loss: 0.014006	Val Loss: 0.002140	Val Acc: 93.6
Train Epoch: 9 [42000/49000 (86%)]	Train Loss: 0.018842	Val Loss: 0.001800	Val Acc: 95.0
Train Epoch: 9 [44000/49000 (90%)]	Train Loss: 0.006808	Val Loss: 0.001514	Val Acc: 95.2
Train Epoch: 9 [46000/49000 (94%)]	Train Loss: 0.007117	Val Loss: 0.002043	Val Acc: 93.8
Train Epoch: 9 [48000/49000 (98%)]	Train Loss: 0.031278	Val Loss: 0.001501	Val Acc: 94.8
Train Epoch: 10 [0/49000 (0%)]	Train Loss: 0.387569	Val Loss: 0.001702	Val Acc: 94.4
Train Epoch: 10 [2000/49000 (4%)]	Train Loss: 0.003754	Val Loss: 0.001873	Val Acc: 94.6
Train Epoch: 10 [4000/49000 (8%)]	Train Loss: 0.006292	Val Loss: 0.001922	Val Acc: 94.6
Train Epoch: 10 [6000/49000 (12%)]	Train Loss: 0.004066	Val Loss: 0.001972	Val Acc: 95.8
Train Epoch: 10 [8000/49000 (16%)]	Train Loss: 0.009011	Val Loss: 0.001734	Val Acc: 95.4
Train Epoch: 10 [10000/49000 (20%)]	Train Loss: 0.007929	Val Loss: 0.001646	Val Acc: 94.8
Train Epoch: 10 [12000/49000 (24%)]	Train Loss: 0.013535	Val Loss: 0.001609	Val Acc: 96.2
Train Epoch: 10 [14000/49000 (29%)]	Train Loss: 0.003620	Val Loss: 0.001900	Val Acc: 94.8
Train Epoch: 10 [16000/49000 (33%)]	Train Loss: 0.005209	Val Loss: 0.001503	Val Acc: 94.6
Train Epoch: 10 [18000/49000 (37%)]	Train Loss: 0.009529	Val Loss: 0.002160	Val Acc: 94.8
Train Epoch: 10 [20000/49000 (41%)]	Train Loss: 0.008420	Val Loss: 0.001602	Val Acc: 95.4
Train Epoch: 10 [22000/49000 (45%)]	Train Loss: 0.009580	Val Loss: 0.001427	Val Acc: 95.0
Train Epoch: 10 [24000/49000 (49%)]	Train Loss: 0.021430	Val Loss: 0.002206	Val Acc: 95.4
